"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4",
"캐나다","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","소프트웨어","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","서 적","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","합계","계","해외직접판매액[백만원]","백만원","7023","6345","5688","5626","4453","4319","4835","6839","7575","7379","7085","8191","7897","7170","8177","8846","10525","8616","8463","9962","9773","10362","7342","12686",
"유럽연합+영국","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","165","97","86","200","446","106","91","97","231","477","241","206",
"유럽연합+영국","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","7732","7073","8091","8646","10079","8510","8372","9865","9542","9885","7101","12480",
"유럽연합+영국","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","741","630","500","461","270","259","292","358","361","353","385","550","456","280","406","430","1030","630","655","852","633","715","513","617",
"유럽연합+영국","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","456","280","406","430","1030","630","655","852","633","715","513","617",
"유럽연합+영국","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","1532","1424","1257","1214","831","751","683","867","879","1103","1055","1267","962","782","1084","966","844","610","573","578","605","589","428","2058",
"유럽연합+영국","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","4","9","3","4","6","7","5","8","2","7","5","7",
"유럽연합+영국","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","958","773","1081","962","838","603","568","570","603","582","423","2051",
"유럽연합+영국","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합+영국","소프트웨어","계","해외직접판매액[백만원]","백만원","48","34","25","35","40","20","20","31","37","27","24","20","22","37","47","49","28","34","45","97","28","26","12","28",
"유럽연합+영국","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","22","37","47","49","28","34","45","97","28","26","12","28",
"유럽연합+영국","서 적","계","해외직접판매액[백만원]","백만원","13","14","14","21","17","14","21","25","24","24","29","40","47","30","50","66","62","70","71","68","59","55","48","95",
"유럽연합+영국","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","47","30","50","66","62","70","71","68","59","55","48","95",
"유럽연합+영국","사무·문구","계","해외직접판매액[백만원]","백만원","7","5","5","1","3","3","3","5","11","12","19","18","22","21","780","12","27","17","9","13","11","11","4","10",
"유럽연합+영국","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0",
"유럽연합+영국","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","22","21","780","12","27","17","9","13","11","10","4","10",
"유럽연합+영국","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","624","476","624","513","420","518","619","794","494","536","586","873","841","779","1173","1437","1400","1419","1808","2120","1958","2350","1502","2697",
"유럽연합+영국","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","841","779","1173","1437","1400","1419","1808","2120","1958","2350","1502","2697",
"유럽연합+영국","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","1364","1228","952","941","676","687","674","1337","1319","1289","1088","1203","1049","973","971","1098","1230","1056","886","942","985","1054","793","862",
"유럽연합+영국","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","13","8","10","14","25","21","17","12","15","22","12","15",
"유럽연합+영국","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1036","965","961","1084","1205","1035","869","930","970","1032","781","847",
"유럽연합+영국","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","234","189","157","162","128","108","97","224","180","174","157","192","179","153","108","200","233","198","173","204","215","192","805","212",
"유럽연합+영국","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","179","153","108","200","233","198","173","204","215","192","805","212",
"유럽연합+영국","화장품","계","해외직접판매액[백만원]","백만원","937","885","802","804","852","836","1242","1928","2583","2277","2005","2095","2506","2362","1986","2686","3433","2815","2564","2993","3337","3487","2105","3912",
"유럽연합+영국","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","143","70","61","176","411","71","61","71","206","436","214","179",
"유럽연합+영국","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2363","2292","1925","2510","3022","2744","2503","2922","3131","3051","1891","3733",
"유럽연합+영국","아동·유아용품","계","해외직접판매액[백만원]","백만원","266","231","212","278","194","182","205","274","204","267","293","402","316","259","275","343","347","292","287","374","329","312","195","417",
"유럽연합+영국","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","316","259","275","343","347","292","287","374","329","312","195","417",
"유럽연합+영국","음·식료품","계","해외직접판매액[백만원]","백만원","87","80","70","132","100","77","66","26","24","28","23","35","25","29","27","42","31","25","22","27","26","23","18","19",
"유럽연합+영국","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","5","10","12","6","4","7","8","6","8","11","10","5",
"유럽연합+영국","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","20","19","15","36","27","18","14","21","18","12","8","14",
"유럽연합+영국","농축수산물","계","해외직접판매액[백만원]","백만원","37","40","36","49","46","38","41","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","3","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","생활·자동차용품","계","해외직접판매액[백만원]","백만원","608","627","561","563","480","439","443","489","919","667","705","721","733","698","546","654","739","639","610","637","665","622","383","845",
"유럽연합+영국","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","733","698","546","654","739","639","610","637","665","622","383","845",
"유럽연합+영국","기 타","계","해외직접판매액[백만원]","백만원","525","482","473","452","396","387","429","481","540","622","716","775","739","767","721","863","1121","811","760","1057","922","926","536","914",
"유럽연합+영국","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"유럽연합+영국","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","739","767","721","863","1121","811","760","1057","922","926","536","914",
"유럽연합","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","소프트웨어","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","서 적","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"유럽연합","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
